Date,City,Store_Format,Category,Total_Units,Avg_Selling_Price,Stock_On_Hand,Reorder_Level,Is_Holiday,Day_of_Week,Month,Is_Payday,Units_Lag_7d,Units_Lag_14d
2024-08-05,Ahmedabad,Super,Grocery,1,20.115281241803185,272.0,30,0,0,8,0,7.0,5.0
2024-08-06,Ahmedabad,Hyper,Grocery,5,56.55260891942608,258.0,23,0,1,8,0,5.0,2.0
2024-08-06,Ahmedabad,Super,Grocery,4,59.15495461437485,433.0,21,0,1,8,0,3.0,2.0
2024-08-07,Ahmedabad,Express,Grocery,6,223.6704654071961,312.5,70,0,2,8,0,13.0,1.0
2024-08-07,Ahmedabad,Hyper,Grocery,6,173.99070002769176,417.0,55,0,2,8,0,13.0,14.0
2024-08-07,Ahmedabad,Super,Grocery,5,63.948199875957215,374.0,32,0,2,8,0,11.0,6.0
2024-08-08,Ahmedabad,Express,Grocery,9,163.4890378634298,221.0,65,0,3,8,0,2.0,3.0
2024-08-08,Ahmedabad,Super,Grocery,9,19.73552030943692,410.5,61,0,3,8,0,1.0,7.0
2024-08-09,Ahmedabad,Hyper,Grocery,7,146.6424768577413,200.0,50,0,4,8,0,5.0,5.0
2024-08-10,Ahmedabad,Express,Grocery,9,89.04411821132476,264.6666666666667,59,0,5,8,0,4.0,3.0
2024-08-11,Ahmedabad,Express,Grocery,11,123.83789045850324,168.66666666666666,78,0,6,8,0,6.0,13.0
2024-08-11,Ahmedabad,Hyper,Grocery,2,254.59785418184865,221.0,54,0,6,8,0,6.0,13.0
2024-08-12,Ahmedabad,Express,Grocery,8,113.77340023886904,283.5,56,0,0,8,0,5.0,11.0
2024-08-12,Ahmedabad,Hyper,Grocery,5,108.40921868475402,61.0,28,0,0,8,0,9.0,2.0
2024-08-13,Ahmedabad,Express,Grocery,6,178.61696902768486,219.66666666666666,75,0,1,8,0,9.0,1.0
2024-08-13,Ahmedabad,Hyper,Grocery,4,277.72643619113506,221.0,27,0,1,8,0,7.0,5.0
2024-08-13,Ahmedabad,Super,Grocery,5,152.12113845905802,278.0,65,0,1,8,0,9.0,4.0
2024-08-14,Ahmedabad,Express,Grocery,8,85.68920106571159,303.5,70,0,2,8,0,11.0,6.0
2024-08-14,Ahmedabad,Super,Grocery,3,211.50538996672287,328.0,49,0,2,8,0,2.0,6.0
2024-08-15,Ahmedabad,Express,Grocery,1,218.7938931151846,301.0,48,1,3,8,0,8.0,5.0
2024-08-15,Ahmedabad,Super,Grocery,2,200.61218779922817,274.0,23,1,3,8,0,5.0,9.0
2024-08-16,Ahmedabad,Express,Grocery,7,125.49850261280832,235.5,75,0,4,8,0,6.0,9.0
2024-08-16,Ahmedabad,Hyper,Grocery,17,213.04366793630416,223.5,55,0,4,8,0,4.0,7.0
2024-08-17,Ahmedabad,Express,Grocery,2,196.7896866267413,116.0,56,0,5,8,0,5.0,9.0
2024-08-17,Ahmedabad,Super,Grocery,4,75.30706555193909,396.0,51,0,5,8,0,8.0,11.0
2024-08-18,Ahmedabad,Super,Grocery,1,157.24767467793123,400.0,36,0,6,8,0,3.0,2.0
2024-08-19,Ahmedabad,Express,Grocery,13,172.38781793758434,290.0,79,0,0,8,0,1.0,8.0
2024-08-19,Ahmedabad,Hyper,Grocery,5,102.02073742229058,235.5,75,0,0,8,0,2.0,5.0
2024-08-19,Ahmedabad,Super,Grocery,2,179.76080871127016,214.0,40,0,0,8,0,7.0,6.0
2024-08-20,Ahmedabad,Hyper,Grocery,17,107.92843623350286,338.85714285714283,76,0,1,8,0,17.0,4.0
2024-08-21,Ahmedabad,Express,Grocery,2,86.92707144546131,427.0,57,0,2,8,0,2.0,5.0
2024-08-21,Ahmedabad,Super,Grocery,1,214.9651173973921,97.0,76,0,2,8,0,4.0,8.0
2024-08-22,Ahmedabad,Express,Grocery,3,152.37112873304596,295.0,69,0,3,8,0,1.0,3.0
2024-08-22,Ahmedabad,Super,Grocery,1,175.473826144389,373.0,36,0,3,8,0,13.0,1.0
2024-08-23,Ahmedabad,Super,Grocery,4,278.291966323423,115.0,78,0,4,8,0,5.0,2.0
2024-08-24,Ahmedabad,Express,Grocery,7,168.82047523261235,215.0,43,0,5,8,0,2.0,7.0
2024-08-24,Ahmedabad,Hyper,Grocery,2,240.45887087162808,475.0,30,0,5,8,0,17.0,17.0
2024-08-25,Ahmedabad,Express,Grocery,2,241.2795235172216,273.0,35,0,6,8,0,2.0,2.0
2024-08-25,Ahmedabad,Super,Grocery,4,216.78439441222483,287.0,20,0,6,8,0,1.0,4.0
2024-08-26,Ahmedabad,Hyper,Grocery,5,157.5114198189091,332.0,58,1,0,8,0,3.0,1.0
2024-08-27,Ahmedabad,Express,Grocery,3,19.670193134856834,300.0,60,0,1,8,0,1.0,13.0
2024-08-27,Ahmedabad,Hyper,Grocery,7,55.44585911200398,377.0,54,0,1,8,0,4.0,5.0
2024-08-27,Ahmedabad,Super,Grocery,5,113.45723927237839,385.0,70,0,1,8,0,7.0,2.0
2024-08-28,Ahmedabad,Express,Grocery,1,206.18470222867987,250.0,49,0,2,8,0,2.0,17.0
2024-08-28,Ahmedabad,Hyper,Grocery,9,213.9931353377878,242.5,58,0,2,8,0,2.0,2.0
2024-08-28,Ahmedabad,Super,Grocery,4,168.5219037706944,362.5,68,0,2,8,0,4.0,1.0
2024-08-29,Ahmedabad,Express,Grocery,3,189.59477726458744,261.0,34,0,3,8,0,5.0,3.0
2024-08-30,Ahmedabad,Express,Grocery,2,204.8925407472639,193.0,37,0,4,8,1,3.0,1.0
2024-08-31,Ahmedabad,Express,Grocery,5,139.3491704315333,334.0,27,0,5,8,1,7.0,4.0
2024-08-31,Ahmedabad,Hyper,Grocery,12,64.71830922710939,333.0,49,0,5,8,1,5.0,7.0
2024-08-31,Ahmedabad,Super,Grocery,3,94.84718442438717,478.0,54,0,5,8,1,1.0,2.0
2024-09-01,Ahmedabad,Hyper,Grocery,7,163.1010314659139,297.6666666666667,78,0,6,9,1,9.0,2.0
2024-09-01,Ahmedabad,Super,Grocery,2,194.1948187603369,431.0,72,0,6,9,1,4.0,4.0
2024-09-02,Ahmedabad,Express,Grocery,3,238.91132289452756,479.0,45,0,0,9,0,3.0,5.0
2024-09-02,Ahmedabad,Hyper,Grocery,11,123.19389723765765,93.66666666666667,74,0,0,9,0,2.0,3.0
2024-09-02,Ahmedabad,Super,Grocery,5,167.47712370603966,222.5,65,0,0,9,0,5.0,7.0
2024-09-03,Ahmedabad,Express,Grocery,3,48.56738814019682,425.0,38,0,1,9,0,12.0,5.0
2024-09-03,Ahmedabad,Hyper,Grocery,2,138.50946463827086,493.0,57,0,1,9,0,3.0,1.0
2024-09-03,Ahmedabad,Super,Grocery,10,160.05307323433146,337.3333333333333,56,0,1,9,0,7.0,9.0
2024-09-04,Ahmedabad,Express,Grocery,10,86.561801012196,197.0,54,0,2,9,0,2.0,4.0
2024-09-04,Ahmedabad,Hyper,Grocery,8,39.0096896613665,381.0,68,0,2,9,0,3.0,3.0
2024-09-04,Ahmedabad,Super,Grocery,1,123.1091443804737,388.0,33,0,2,9,0,11.0,2.0
2024-09-05,Ahmedabad,Express,Grocery,1,177.63006199072214,92.0,35,0,3,9,0,5.0,5.0
2024-09-05,Ahmedabad,Hyper,Grocery,4,172.01287554803935,309.0,50,0,3,9,0,3.0,12.0
2024-09-05,Ahmedabad,Super,Grocery,9,157.83484378416748,165.33333333333334,45,0,3,9,0,2.0,3.0
2024-09-06,Ahmedabad,Hyper,Grocery,6,69.95513512682598,157.5,44,0,4,9,0,10.0,7.0
2024-09-06,Ahmedabad,Super,Grocery,3,68.70820811529782,63.0,78,0,4,9,0,10.0,2.0
2024-09-07,Ahmedabad,Express,Grocery,10,109.54523063363132,132.0,53,0,5,9,0,8.0,3.0
2024-09-07,Ahmedabad,Hyper,Grocery,2,131.10736028011436,100.0,64,0,5,9,0,1.0,11.0
2024-09-07,Ahmedabad,Super,Grocery,11,106.88735756090043,342.2,51,0,5,9,0,1.0,5.0
2024-09-08,Ahmedabad,Express,Grocery,5,237.47540143210267,177.0,34,0,6,9,0,4.0,3.0
2024-09-08,Ahmedabad,Hyper,Grocery,3,66.26954251570008,232.33333333333334,70,0,6,9,0,9.0,2.0
2024-09-08,Ahmedabad,Super,Grocery,14,169.646574805024,220.0,69,0,6,9,0,6.0,10.0
2024-09-09,Ahmedabad,Express,Grocery,6,124.5027575308246,311.0,52,0,0,9,0,3.0,10.0
2024-09-10,Ahmedabad,Express,Grocery,5,30.36594574478201,397.0,40,0,1,9,0,10.0,8.0
2024-09-10,Ahmedabad,Super,Grocery,1,242.43742461878492,187.0,68,0,1,9,0,2.0,1.0
2024-09-11,Ahmedabad,Express,Grocery,3,187.9030910244871,305.0,54,0,2,9,0,11.0,1.0
2024-09-11,Ahmedabad,Hyper,Grocery,12,192.49578859684019,324.75,68,0,2,9,0,5.0,4.0
2024-09-12,Ahmedabad,Express,Grocery,8,142.89739306920654,283.0,68,0,3,9,0,3.0,9.0
2024-09-12,Ahmedabad,Hyper,Grocery,5,178.42399269869364,351.0,64,0,3,9,0,14.0,6.0
2024-09-12,Ahmedabad,Super,Grocery,10,116.7078701607431,443.0,44,0,3,9,0,6.0,3.0
2024-09-13,Ahmedabad,Express,Grocery,6,178.3258702367632,388.5,67,0,4,9,0,5.0,10.0
2024-09-13,Ahmedabad,Hyper,Grocery,2,104.28598689398618,207.0,67,0,4,9,0,1.0,2.0
2024-09-13,Ahmedabad,Super,Grocery,13,130.60731106404225,159.66666666666666,73,0,4,9,0,3.0,11.0
2024-09-14,Ahmedabad,Express,Grocery,12,154.78970752013635,196.25,71,0,5,9,0,12.0,5.0
2024-09-14,Ahmedabad,Super,Grocery,2,30.66744167022921,86.0,45,0,5,9,0,8.0,3.0
2024-09-15,Ahmedabad,Express,Grocery,4,172.5020630227773,260.0,79,0,6,9,0,5.0,14.0
2024-09-15,Ahmedabad,Hyper,Grocery,4,94.8161529278438,105.0,46,0,6,9,0,10.0,6.0
2024-09-15,Ahmedabad,Super,Grocery,3,139.5874860531577,433.0,67,0,6,9,0,6.0,5.0
2024-09-16,Ahmedabad,Express,Grocery,3,169.7795664666394,282.0,38,1,0,9,0,2.0,1.0
2024-09-16,Ahmedabad,Hyper,Grocery,2,209.43573714878534,107.5,62,1,0,9,0,13.0,3.0
2024-09-17,Ahmedabad,Express,Grocery,3,110.40877211775198,176.0,43,0,1,9,0,12.0,12.0
2024-09-17,Ahmedabad,Hyper,Grocery,11,129.0769318023978,105.5,76,0,1,9,0,2.0,8.0
2024-09-18,Ahmedabad,Express,Grocery,10,234.0888550893336,322.0,61,0,2,9,0,4.0,5.0
2024-09-18,Ahmedabad,Hyper,Grocery,8,187.8878953020542,170.0,64,0,2,9,0,4.0,10.0
2024-09-19,Ahmedabad,Hyper,Grocery,7,109.59106828463592,230.0,72,0,3,9,0,3.0,6.0
2024-09-19,Ahmedabad,Super,Grocery,5,140.93874114738549,259.0,39,0,3,9,0,3.0,2.0
2024-09-20,Ahmedabad,Express,Grocery,8,125.11795427284983,424.3333333333333,45,0,4,9,0,2.0,13.0
2024-09-20,Ahmedabad,Hyper,Grocery,7,122.46404994170659,151.5,76,0,4,9,0,3.0,12.0
2024-09-20,Ahmedabad,Super,Grocery,1,61.47852769532119,319.0,52,0,4,9,0,11.0,2.0
2024-09-21,Ahmedabad,Express,Grocery,1,31.025469595931728,379.0,40,0,5,9,0,10.0,4.0
2024-09-21,Ahmedabad,Hyper,Grocery,7,171.101936209242,451.5,64,0,5,9,0,8.0,4.0
2024-09-21,Ahmedabad,Super,Grocery,4,22.906367113289225,322.0,36,0,5,9,0,7.0,3.0
2024-09-22,Ahmedabad,Hyper,Grocery,9,111.73237000104531,428.0,44,0,6,9,0,5.0,3.0
2024-09-22,Ahmedabad,Super,Grocery,6,37.749896342456836,184.0,57,0,6,9,0,8.0,2.0
2024-09-23,Ahmedabad,Express,Grocery,4,144.0660629219472,299.0,32,0,0,9,0,7.0,3.0
2024-09-23,Ahmedabad,Hyper,Grocery,5,125.4535557366614,162.5,64,0,0,9,0,1.0,11.0
2024-09-24,Ahmedabad,Express,Grocery,11,48.70372633709503,162.0,40,0,1,9,0,1.0,10.0
2024-09-24,Ahmedabad,Hyper,Grocery,4,29.33314817566782,123.0,71,0,1,9,0,7.0,8.0
2024-09-24,Ahmedabad,Super,Grocery,4,135.1708594491448,306.5,76,0,1,9,0,4.0,7.0
2024-09-25,Ahmedabad,Hyper,Grocery,5,80.33552213411627,343.0,38,0,2,9,0,9.0,5.0
2024-09-25,Ahmedabad,Super,Grocery,11,169.12077570143046,239.0,65,0,2,9,0,6.0,8.0
2024-09-26,Ahmedabad,Express,Grocery,10,122.92037150179715,425.6666666666667,77,0,3,9,0,4.0,7.0
2024-09-26,Ahmedabad,Hyper,Grocery,1,95.3980420042221,51.0,21,0,3,9,0,5.0,1.0
2024-09-26,Ahmedabad,Super,Grocery,2,126.223773791941,246.0,62,0,3,9,0,11.0,1.0
2024-09-27,Ahmedabad,Express,Grocery,17,119.84999400452527,344.6,78,0,4,9,0,4.0,7.0
2024-09-27,Ahmedabad,Hyper,Grocery,20,163.7715318424799,226.66666666666666,67,0,4,9,0,4.0,4.0
2024-09-28,Ahmedabad,Express,Grocery,5,106.8947412814695,135.0,77,0,5,9,0,5.0,9.0
2024-09-28,Ahmedabad,Hyper,Grocery,3,200.3597391475078,125.5,63,0,5,9,0,11.0,6.0
2024-09-29,Ahmedabad,Express,Grocery,10,165.11449914325215,212.75,73,0,6,9,0,10.0,4.0
2024-09-29,Ahmedabad,Hyper,Grocery,2,28.67334599441689,176.0,46,0,6,9,0,1.0,5.0
2024-09-29,Ahmedabad,Super,Grocery,3,211.8550862658278,394.0,75,0,6,9,0,2.0,11.0
2024-09-30,Ahmedabad,Express,Grocery,6,93.02099814884434,320.0,78,0,0,9,1,17.0,4.0
2024-09-30,Ahmedabad,Hyper,Grocery,10,166.65344987090796,216.33333333333334,63,0,0,9,1,20.0,4.0
2024-09-30,Ahmedabad,Super,Grocery,6,111.2113700111724,145.5,69,0,0,9,1,5.0,5.0
2024-10-01,Ahmedabad,Express,Grocery,7,152.6853567182027,130.0,76,0,1,10,1,3.0,11.0
2024-10-01,Ahmedabad,Hyper,Grocery,5,212.0850246958135,97.0,46,0,1,10,1,10.0,10.0
2024-10-01,Ahmedabad,Super,Grocery,11,112.5626903449565,232.66666666666666,79,0,1,10,1,2.0,1.0
2024-10-02,Ahmedabad,Express,Grocery,5,244.48218641763623,312.0,57,1,2,10,0,3.0,2.0
2024-10-02,Ahmedabad,Hyper,Grocery,6,124.59673484170534,111.5,50,1,2,10,0,6.0,17.0
2024-10-02,Ahmedabad,Super,Grocery,11,84.65845654301431,433.6666666666667,50,1,2,10,0,10.0,20.0
2024-10-03,Ahmedabad,Express,Grocery,5,188.78011014473552,336.0,27,0,3,10,0,6.0,5.0
2024-10-03,Ahmedabad,Hyper,Grocery,8,118.91816547458824,280.75,79,0,3,10,0,7.0,3.0
2024-10-03,Ahmedabad,Super,Grocery,5,237.43261378099714,258.0,69,0,3,10,0,5.0,10.0
2024-10-04,Ahmedabad,Express,Grocery,2,25.617959533338773,494.0,65,0,4,10,0,11.0,2.0
2024-10-04,Ahmedabad,Hyper,Grocery,4,172.45282703174988,296.0,40,0,4,10,0,5.0,3.0
2024-10-04,Ahmedabad,Super,Grocery,4,107.09024112420178,376.0,53,0,4,10,0,6.0,6.0
2024-10-05,Ahmedabad,Express,Grocery,10,118.59656120108092,187.66666666666666,59,0,5,10,0,11.0,10.0
2024-10-05,Ahmedabad,Hyper,Grocery,4,65.77465392600502,138.0,33,0,5,10,0,5.0,6.0
2024-10-06,Ahmedabad,Express,Grocery,11,147.71607592156892,295.75,52,0,6,10,0,8.0,7.0
2024-10-06,Ahmedabad,Hyper,Grocery,5,93.57023467294896,289.5,44,0,6,10,0,5.0,5.0
2024-10-06,Ahmedabad,Super,Grocery,5,84.43948110453603,98.66666666666667,56,0,6,10,0,2.0,11.0
2024-10-07,Ahmedabad,Express,Grocery,4,125.60596839577487,316.5,56,0,0,10,0,4.0,5.0
2024-10-07,Ahmedabad,Hyper,Grocery,4,154.49428114826466,111.0,50,0,0,10,0,4.0,6.0
2024-10-07,Ahmedabad,Super,Grocery,6,186.5747516752325,242.5,37,0,0,10,0,10.0,11.0
2024-10-08,Ahmedabad,Express,Grocery,4,193.85220430162605,441.0,70,0,1,10,0,4.0,5.0
2024-10-08,Ahmedabad,Hyper,Grocery,2,49.59293770920289,412.0,59,0,1,10,0,11.0,8.0
2024-10-08,Ahmedabad,Super,Grocery,5,82.56246315816891,238.66666666666666,72,0,1,10,0,5.0,5.0
2024-10-09,Ahmedabad,Express,Grocery,5,152.93578879944744,199.5,57,0,2,10,0,5.0,2.0
2024-10-09,Ahmedabad,Super,Grocery,4,20.51753354209369,352.5,78,0,2,10,0,4.0,4.0
2024-10-10,Ahmedabad,Express,Grocery,12,137.10936273987178,311.0,78,0,3,10,0,4.0,4.0
2024-10-10,Ahmedabad,Hyper,Grocery,10,78.63375080229622,249.0,68,0,3,10,0,6.0,10.0
2024-10-10,Ahmedabad,Super,Grocery,2,206.14360898710245,351.0,48,0,3,10,0,4.0,4.0
2024-10-11,Ahmedabad,Express,Grocery,2,232.42299168972644,249.0,51,0,4,10,0,2.0,11.0
2024-10-11,Ahmedabad,Hyper,Grocery,4,69.05853502261775,379.0,29,0,4,10,0,5.0,5.0
2024-10-11,Ahmedabad,Super,Grocery,6,182.60637740537294,354.5,78,0,4,10,0,5.0,5.0
2024-10-12,Ahmedabad,Hyper,Grocery,10,180.72086931036847,360.6666666666667,65,1,5,10,0,4.0,4.0
2024-10-12,Ahmedabad,Super,Grocery,2,88.68971788436531,167.0,79,1,5,10,0,12.0,4.0
2024-10-13,Ahmedabad,Express,Grocery,8,111.9226957978016,273.5,57,0,6,10,0,10.0,6.0
2024-10-13,Ahmedabad,Hyper,Grocery,8,134.44076965834586,353.5,48,0,6,10,0,2.0,4.0
2024-10-13,Ahmedabad,Super,Grocery,7,149.9509776433024,277.0,74,0,6,10,0,2.0,2.0
2024-10-14,Ahmedabad,Express,Grocery,3,180.29408077290137,307.5,71,0,0,10,0,4.0,5.0
2024-10-14,Ahmedabad,Super,Grocery,3,135.25546279455847,432.0,55,0,0,10,0,6.0,5.0
2024-10-15,Ahmedabad,Express,Grocery,3,80.00029179941971,86.0,42,0,1,10,0,10.0,4.0
2024-10-16,Ahmedabad,Express,Grocery,6,123.27906843765012,145.5,41,0,2,10,0,2.0,12.0
2024-10-16,Ahmedabad,Hyper,Grocery,3,88.71131913666382,351.0,41,0,2,10,0,8.0,10.0
2024-10-16,Ahmedabad,Super,Grocery,2,138.2190077397673,74.0,48,0,2,10,0,8.0,2.0
2024-10-17,Ahmedabad,Hyper,Grocery,4,21.6214605768576,389.0,54,0,3,10,0,7.0,2.0
2024-10-17,Ahmedabad,Super,Grocery,7,150.5075715687447,288.0,53,0,3,10,0,3.0,4.0
2024-10-18,Ahmedabad,Express,Grocery,5,154.9970567973064,150.0,43,0,4,10,0,3.0,6.0
2024-10-18,Ahmedabad,Hyper,Grocery,3,53.08971764597774,119.0,73,0,4,10,0,3.0,10.0
2024-10-19,Ahmedabad,Express,Grocery,14,112.84019992844648,232.4,64,0,5,10,0,6.0,2.0
2024-10-19,Ahmedabad,Hyper,Grocery,5,213.68809823342656,152.0,31,0,5,10,0,3.0,8.0
2024-10-19,Ahmedabad,Super,Grocery,4,59.8208227983969,198.0,23,0,5,10,0,2.0,8.0
2024-10-20,Ahmedabad,Express,Grocery,15,174.06839421874759,386.25,57,0,6,10,0,4.0,7.0
2024-10-20,Ahmedabad,Hyper,Grocery,6,157.62071145999028,243.5,32,0,6,10,0,7.0,3.0
2024-10-20,Ahmedabad,Super,Grocery,5,165.25931507468732,213.0,74,0,6,10,0,5.0,3.0
2024-10-21,Ahmedabad,Hyper,Grocery,5,197.3273063349636,259.0,75,0,0,10,0,3.0,3.0
2024-10-22,Ahmedabad,Express,Grocery,4,40.61365880809277,377.0,40,0,1,10,0,14.0,6.0
2024-10-22,Ahmedabad,Hyper,Grocery,2,185.24156265767343,61.0,46,0,1,10,0,5.0,3.0
2024-10-22,Ahmedabad,Super,Grocery,16,126.99235327277147,345.25,36,0,1,10,0,4.0,2.0
2024-10-23,Ahmedabad,Hyper,Grocery,6,184.20378289043754,324.6666666666667,64,0,2,10,0,15.0,4.0
2024-10-24,Ahmedabad,Express,Grocery,1,43.27341097996532,352.0,29,0,3,10,0,6.0,7.0
2024-10-24,Ahmedabad,Hyper,Grocery,17,133.99778492567594,163.75,68,0,3,10,0,5.0,5.0
2024-10-24,Ahmedabad,Super,Grocery,8,187.7162771154042,191.5,61,0,3,10,0,5.0,3.0
2024-10-25,Ahmedabad,Express,Grocery,8,117.79466320583985,316.5,55,0,4,10,0,4.0,14.0
2024-10-25,Ahmedabad,Hyper,Grocery,4,94.68453362383168,371.0,26,0,4,10,0,2.0,5.0
2024-10-25,Ahmedabad,Super,Grocery,3,142.05537330789898,227.0,62,0,4,10,0,16.0,4.0
2024-10-26,Ahmedabad,Express,Grocery,15,135.44355178665143,226.33333333333334,65,0,5,10,0,6.0,15.0
2024-10-26,Ahmedabad,Super,Grocery,3,119.84858895141181,257.5,64,0,5,10,0,1.0,6.0
2024-10-27,Ahmedabad,Express,Grocery,2,43.91054896842984,258.0,75,0,6,10,0,17.0,5.0
2024-10-27,Ahmedabad,Hyper,Grocery,4,108.12506105525341,293.6666666666667,55,0,6,10,0,8.0,5.0
2024-10-27,Ahmedabad,Super,Grocery,5,96.89223668198197,215.0,76,0,6,10,0,8.0,4.0
2024-10-28,Ahmedabad,Express,Grocery,5,42.70901018312016,302.0,34,0,0,10,0,4.0,2.0
2024-10-28,Ahmedabad,Hyper,Grocery,10,165.90584033314153,232.66666666666666,48,0,0,10,0,3.0,16.0
2024-10-28,Ahmedabad,Super,Grocery,3,90.16190944523164,54.0,47,0,0,10,0,15.0,6.0
2024-10-29,Ahmedabad,Express,Grocery,8,132.9502781291892,217.0,66,0,1,10,0,3.0,1.0
2024-10-29,Ahmedabad,Hyper,Grocery,10,217.67660110241468,235.66666666666666,64,0,1,10,0,2.0,17.0
2024-10-29,Ahmedabad,Super,Grocery,10,164.15145638277073,144.33333333333334,77,0,1,10,0,4.0,8.0
2024-10-30,Ahmedabad,Express,Grocery,4,50.85651908897661,115.0,50,0,2,10,1,5.0,8.0
2024-10-30,Ahmedabad,Hyper,Grocery,8,189.36015512414247,210.5,70,0,2,10,1,5.0,4.0
2024-10-30,Ahmedabad,Super,Grocery,1,186.31750280268463,395.0,54,0,2,10,1,10.0,3.0
2024-10-31,Ahmedabad,Express,Grocery,1,38.1031808898622,236.0,63,1,3,10,1,3.0,15.0
2024-10-31,Ahmedabad,Hyper,Grocery,2,248.37993159842972,459.0,26,1,3,10,1,8.0,3.0
2024-11-01,Ahmedabad,Express,Grocery,4,86.20660650220788,259.5,78,0,4,11,1,10.0,2.0
2024-11-01,Ahmedabad,Super,Grocery,3,61.93610802365991,260.5,72,0,4,11,1,10.0,4.0
2024-11-02,Ahmedabad,Express,Grocery,8,117.49199337838643,374.5,77,0,5,11,0,4.0,5.0
2024-11-02,Ahmedabad,Hyper,Grocery,7,227.9638908645921,431.5,48,0,5,11,0,8.0,5.0
2024-11-02,Ahmedabad,Super,Grocery,10,128.3627176376665,282.0,51,0,5,11,0,1.0,10.0
2024-11-03,Ahmedabad,Express,Grocery,9,128.42350409925567,348.3333333333333,63,0,6,11,0,1.0,3.0
2024-11-03,Ahmedabad,Super,Grocery,3,173.06753826739578,472.0,79,0,6,11,0,2.0,8.0
2024-11-04,Ahmedabad,Hyper,Grocery,3,80.6316866932001,278.0,69,0,0,11,0,4.0,10.0
2024-11-04,Ahmedabad,Super,Grocery,2,170.29677020821504,164.0,60,0,0,11,0,3.0,10.0
2024-11-05,Ahmedabad,Express,Grocery,10,144.1786922406764,129.0,72,0,1,11,0,8.0,4.0
2024-11-05,Ahmedabad,Hyper,Grocery,2,88.4995496024982,469.0,65,0,1,11,0,7.0,8.0
2024-11-05,Ahmedabad,Super,Grocery,2,15.846665620728247,176.0,28,0,1,11,0,10.0,1.0
2024-11-06,Ahmedabad,Express,Grocery,3,186.17767664356185,291.0,58,0,2,11,0,9.0,1.0
2024-11-06,Ahmedabad,Hyper,Grocery,10,174.43011743712316,353.75,61,0,2,11,0,3.0,2.0
2024-11-07,Ahmedabad,Express,Grocery,6,93.40213674019628,345.0,78,0,3,11,0,3.0,4.0
2024-11-07,Ahmedabad,Super,Grocery,3,79.09626967958928,94.0,61,0,3,11,0,2.0,3.0
2024-11-08,Ahmedabad,Super,Grocery,5,103.71307593585146,311.0,61,0,4,11,0,10.0,8.0
2024-11-09,Ahmedabad,Express,Grocery,10,144.71332792281245,379.3333333333333,63,0,5,11,0,2.0,7.0
2024-11-09,Ahmedabad,Super,Grocery,8,93.68218907369877,327.0,75,0,5,11,0,2.0,10.0
2024-11-10,Ahmedabad,Express,Grocery,3,178.82124284290495,64.0,33,0,6,11,0,3.0,9.0
2024-11-10,Ahmedabad,Hyper,Grocery,5,126.346625250501,169.5,71,0,6,11,0,10.0,3.0
2024-11-10,Ahmedabad,Super,Grocery,4,187.77547825777793,238.0,40,0,6,11,0,6.0,3.0
2024-11-11,Ahmedabad,Express,Grocery,4,148.73230045202453,146.0,32,0,0,11,0,3.0,2.0
2024-11-11,Ahmedabad,Hyper,Grocery,15,170.31209166514995,281.4,71,0,0,11,0,5.0,10.0
2024-11-11,Ahmedabad,Super,Grocery,12,88.72729189470004,288.3333333333333,73,0,0,11,0,10.0,2.0
2024-11-12,Ahmedabad,Express,Grocery,1,199.85224040862332,454.0,60,0,1,11,0,8.0,2.0
2024-11-12,Ahmedabad,Super,Grocery,5,44.00431671769335,436.0,76,0,1,11,0,3.0,3.0
2024-11-13,Ahmedabad,Express,Grocery,7,132.77411387831276,331.5,59,0,2,11,0,5.0,10.0
2024-11-13,Ahmedabad,Super,Grocery,9,147.88950587065318,390.0,52,0,2,11,0,4.0,6.0
2024-11-14,Ahmedabad,Express,Grocery,3,25.530641064210236,370.0,65,0,3,11,0,4.0,3.0
2024-11-14,Ahmedabad,Hyper,Grocery,3,104.72947908650872,267.5,45,0,3,11,0,15.0,5.0
2024-11-15,Ahmedabad,Hyper,Grocery,3,189.3188102212027,241.0,70,1,4,11,0,12.0,10.0
2024-11-15,Ahmedabad,Super,Grocery,7,221.379814315943,446.0,59,1,4,11,0,1.0,8.0
2024-11-16,Ahmedabad,Express,Grocery,7,176.54274720180254,262.6666666666667,79,0,5,11,0,5.0,3.0
2024-11-16,Ahmedabad,Hyper,Grocery,7,139.8382705376996,234.0,49,0,5,11,0,7.0,5.0
2024-11-16,Ahmedabad,Super,Grocery,5,79.32644389222324,92.0,41,0,5,11,0,9.0,4.0
2024-11-17,Ahmedabad,Express,Grocery,5,178.05199783067016,187.0,32,0,6,11,0,3.0,4.0
2024-11-17,Ahmedabad,Hyper,Grocery,3,40.74804849092353,114.0,76,0,6,11,0,3.0,15.0
2024-11-17,Ahmedabad,Super,Grocery,2,91.12556442559027,370.0,57,0,6,11,0,3.0,12.0
2024-11-18,Ahmedabad,Express,Grocery,2,191.2945304058631,172.0,32,0,0,11,0,7.0,1.0
2024-11-18,Ahmedabad,Hyper,Grocery,2,99.72837434779692,196.0,33,0,0,11,0,7.0,5.0
2024-11-18,Ahmedabad,Super,Grocery,1,210.9136940821953,372.0,62,0,0,11,0,7.0,7.0
2024-11-19,Ahmedabad,Express,Grocery,3,162.5857385575612,200.0,62,0,1,11,0,5.0,9.0
